timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], fan.speed [%], clocks.current.graphics [MHz]
2024/05/07 07:18:19.449, 41, 51.47 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.451, 40, 38.89 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.557, 41, 44.30 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.561, 39, 41.10 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.563, 41, 51.40 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.566, 40, 38.92 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.669, 41, 44.21 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.672, 39, 41.18 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.674, 41, 51.43 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.677, 40, 39.07 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.780, 41, 44.07 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.783, 40, 41.06 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.789, 41, 51.37 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.791, 40, 39.12 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.894, 41, 44.21 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.897, 40, 40.97 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.900, 41, 51.37 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:19.902, 40, 39.12 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.005, 41, 44.19 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.034, 40, 41.07 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.036, 41, 51.30 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.039, 40, 39.00 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.141, 41, 44.60 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.144, 40, 41.18 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.150, 41, 51.31 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.152, 40, 38.92 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.255, 41, 44.65 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.258, 40, 41.09 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.260, 41, 51.21 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.263, 40, 39.04 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.366, 41, 44.33 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.371, 40, 41.13 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.374, 41, 51.19 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.376, 40, 39.16 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.481, 41, 44.33 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.483, 40, 41.05 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.486, 41, 51.27 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.490, 40, 38.97 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.592, 41, 44.21 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.595, 40, 40.99 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.599, 41, 51.23 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.601, 40, 38.89 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.704, 41, 44.29 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.707, 40, 41.11 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.712, 41, 51.18 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.715, 40, 38.97 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.817, 41, 44.27 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.820, 40, 40.96 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.822, 41, 51.21 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.826, 40, 38.98 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.929, 41, 44.47 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.933, 40, 40.97 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.936, 41, 51.31 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:20.939, 40, 38.94 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.043, 41, 44.40 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.046, 40, 40.91 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.049, 41, 51.29 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.052, 40, 38.83 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.154, 41, 44.31 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.157, 40, 40.69 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.159, 41, 51.32 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.162, 40, 38.93 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.265, 41, 44.53 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.267, 40, 40.80 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.270, 41, 51.33 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.272, 40, 38.90 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.375, 41, 44.49 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.378, 40, 40.90 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.380, 41, 51.34 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.383, 40, 39.07 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.485, 41, 44.41 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.488, 40, 40.85 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.491, 41, 51.33 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.494, 40, 39.07 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.631, 41, 44.50 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.635, 40, 40.72 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.638, 41, 51.28 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.641, 40, 38.89 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.746, 41, 44.56 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.749, 40, 40.98 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.751, 41, 51.35 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.755, 40, 38.74 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.857, 41, 44.78 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.860, 40, 40.98 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.862, 41, 51.25 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.865, 40, 38.89 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.968, 41, 44.57 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.972, 40, 40.89 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.975, 41, 51.33 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:21.977, 40, 38.90 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.080, 41, 44.39 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.085, 40, 40.96 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.087, 41, 51.32 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.090, 40, 38.88 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.193, 41, 44.58 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.198, 40, 40.85 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.201, 41, 51.32 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.203, 40, 39.01 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.309, 41, 44.53 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.312, 40, 40.87 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.314, 41, 51.25 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.317, 40, 38.97 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.419, 41, 44.46 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.422, 40, 40.99 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.425, 41, 51.32 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.427, 40, 39.12 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.531, 41, 44.29 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.533, 40, 40.91 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.536, 41, 51.35 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.538, 40, 39.07 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.641, 41, 44.43 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.644, 40, 41.06 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.647, 41, 51.33 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.702, 40, 39.05 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.805, 41, 44.51 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.807, 40, 40.81 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.810, 41, 51.39 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.812, 40, 39.10 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.915, 41, 44.26 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.920, 40, 40.81 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.924, 41, 51.31 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:22.927, 40, 39.07 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.032, 41, 44.43 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.035, 40, 41.06 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.038, 41, 51.34 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.042, 40, 39.23 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.145, 41, 44.59 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.148, 40, 41.02 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.150, 41, 51.35 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.153, 40, 39.11 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.256, 41, 44.32 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.258, 40, 40.83 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.261, 41, 51.36 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.263, 40, 39.17 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.366, 41, 44.51 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.369, 40, 40.93 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.372, 41, 51.30 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.374, 40, 39.05 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.477, 41, 44.71 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.479, 40, 40.81 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.482, 41, 51.28 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.485, 40, 39.09 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.587, 41, 44.75 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.590, 40, 40.91 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.593, 41, 51.29 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.595, 40, 39.03 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.698, 41, 44.61 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.700, 40, 41.02 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.703, 41, 51.34 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.709, 40, 38.96 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.812, 41, 44.38 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.815, 40, 41.08 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.818, 41, 51.27 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.820, 40, 39.16 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.923, 41, 44.48 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.926, 40, 41.12 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.930, 41, 51.25 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:23.933, 40, 39.10 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.038, 40, 33.18 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.041, 40, 41.14 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.043, 41, 51.33 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.047, 40, 38.93 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.150, 39, 14.31 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.154, 40, 41.10 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.156, 41, 51.29 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.159, 40, 39.06 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.262, 38, 8.25 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.265, 40, 41.04 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.268, 41, 51.26 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.270, 40, 39.09 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.373, 38, 8.27 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.377, 40, 41.15 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.379, 41, 51.31 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.382, 40, 39.05 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.484, 38, 7.92 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.488, 40, 40.99 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.493, 41, 51.35 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.496, 40, 39.21 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.599, 38, 8.48 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.635, 38, 25.28 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.638, 41, 51.30 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.642, 40, 39.10 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.745, 38, 15.34 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.748, 38, 13.01 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.752, 41, 51.24 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.754, 40, 39.09 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.859, 38, 9.74 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.862, 37, 7.57 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.866, 41, 51.24 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.871, 40, 39.05 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.975, 38, 8.23 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.979, 37, 7.54 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:24.983, 41, 51.21 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:24.985, 40, 39.14 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:25.088, 37, 8.02 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:25.092, 37, 7.44 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:25.095, 41, 51.22 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:25.098, 40, 39.04 W, 1620 MHz, 0 %, 7000 MHz, 0 %, 1620 MHz
2024/05/07 07:18:25.200, 37, 8.31 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:25.204, 37, 7.53 W, 360 MHz, 0 %, 405 MHz, 0 %, 360 MHz
2024/05/07 07:18:25.208, 40, 46.65 W, 465 MHz, 0 %, 405 MHz, 0 %, 465 MHz
