timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], fan.speed [%], clocks.current.graphics [MHz]
2024/05/07 05:28:50.068, 33, 8.06 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.072, 33, 7.36 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.075, 33, 10.18 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.179, 34, 4.68 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.183, 33, 8.12 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.186, 34, 7.15 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.190, 33, 10.17 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.294, 34, 4.75 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.297, 33, 8.09 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.301, 34, 7.35 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.305, 33, 9.60 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.409, 34, 4.60 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.413, 33, 8.18 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.416, 34, 7.38 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.420, 33, 10.02 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.524, 34, 4.85 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.528, 33, 8.32 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.531, 34, 7.33 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.535, 33, 9.90 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.638, 34, 4.82 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.642, 33, 8.15 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.646, 34, 7.34 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.649, 33, 10.22 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.753, 34, 4.69 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.757, 33, 7.90 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.761, 34, 7.16 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.764, 33, 10.08 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.868, 34, 4.83 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.872, 33, 8.09 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.876, 34, 7.11 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.880, 33, 10.37 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.984, 34, 4.64 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.988, 33, 8.19 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.991, 34, 7.17 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:50.995, 33, 10.14 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.099, 34, 4.83 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.103, 33, 8.14 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.107, 34, 7.49 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.110, 33, 9.98 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.214, 34, 4.89 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.218, 33, 8.09 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.221, 33, 7.21 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.225, 33, 10.30 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.329, 34, 4.86 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.333, 33, 8.06 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.336, 34, 7.32 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.340, 33, 10.11 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.444, 34, 4.59 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.448, 33, 8.13 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.452, 34, 7.43 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.455, 33, 10.34 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.559, 34, 4.91 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.563, 33, 7.83 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.566, 34, 7.24 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.570, 33, 10.12 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.674, 34, 4.74 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.677, 33, 8.09 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.681, 34, 7.38 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.685, 33, 10.37 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.788, 34, 4.74 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.792, 33, 8.06 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.796, 34, 7.03 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.799, 33, 10.12 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.903, 34, 4.66 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.907, 33, 8.04 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.910, 34, 7.21 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:51.914, 33, 9.72 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.018, 34, 4.66 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.021, 33, 8.18 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.025, 34, 7.36 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.028, 33, 10.44 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.132, 34, 4.47 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.136, 33, 8.04 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.139, 34, 7.24 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.143, 33, 10.06 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.246, 34, 4.60 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.250, 33, 8.07 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.253, 33, 7.37 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.257, 33, 10.34 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.361, 34, 4.72 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.364, 33, 7.89 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.368, 34, 7.14 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.371, 33, 10.07 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.475, 34, 4.70 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.479, 33, 8.28 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.482, 34, 7.44 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.486, 33, 10.45 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.589, 34, 4.85 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.593, 33, 8.05 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.596, 34, 6.98 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.600, 33, 10.08 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.704, 34, 4.63 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.708, 33, 8.16 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.711, 34, 7.14 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.715, 33, 9.70 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.819, 34, 4.83 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.822, 33, 7.93 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.826, 34, 7.24 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.829, 33, 10.28 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.933, 34, 4.85 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.936, 33, 8.14 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.940, 33, 7.16 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:52.943, 33, 9.85 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.047, 34, 4.68 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.051, 33, 8.07 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.054, 34, 7.25 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.058, 33, 10.09 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.161, 34, 5.11 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.165, 33, 7.76 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.169, 34, 7.14 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.172, 33, 9.81 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.276, 34, 5.01 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.279, 33, 8.14 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.283, 34, 7.28 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.287, 33, 10.17 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.391, 34, 4.97 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.395, 33, 8.05 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.398, 34, 7.24 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.402, 33, 9.81 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.505, 34, 5.02 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.509, 33, 8.33 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.512, 34, 7.09 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.516, 33, 9.65 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.620, 34, 5.08 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.624, 33, 8.05 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.627, 34, 7.20 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.631, 33, 9.85 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.734, 34, 5.03 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.738, 33, 8.27 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.742, 34, 7.21 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.746, 33, 9.87 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.849, 34, 4.49 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.853, 33, 8.04 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.856, 34, 7.34 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.860, 33, 10.32 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.963, 34, 4.82 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.967, 33, 7.90 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.971, 34, 7.20 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:53.974, 33, 10.00 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.078, 33, 5.13 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.082, 33, 8.18 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.085, 34, 7.47 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.089, 33, 10.17 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.193, 33, 5.20 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.196, 33, 7.99 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.200, 33, 7.11 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.204, 33, 10.01 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.308, 34, 5.25 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.312, 33, 8.18 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.315, 34, 7.14 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.319, 33, 9.82 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.423, 34, 4.99 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.427, 33, 8.12 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.431, 33, 7.57 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.434, 33, 10.05 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.539, 34, 5.03 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.542, 33, 8.40 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.546, 33, 7.09 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.549, 33, 9.88 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.653, 34, 4.95 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.657, 33, 8.03 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.661, 33, 7.48 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.664, 33, 10.18 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.768, 34, 4.99 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.772, 33, 7.78 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.775, 34, 7.10 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.779, 33, 9.83 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.883, 34, 5.03 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.887, 33, 8.15 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.890, 34, 7.29 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.894, 33, 10.23 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:54.997, 34, 4.83 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.001, 33, 7.99 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.005, 34, 7.11 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.008, 33, 9.92 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.112, 34, 5.15 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.116, 33, 8.23 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.120, 34, 6.97 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.124, 33, 9.78 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.227, 34, 4.97 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.231, 33, 7.97 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.235, 34, 7.28 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.238, 33, 10.15 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.342, 34, 5.02 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.347, 33, 8.25 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.351, 34, 7.08 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.354, 33, 9.98 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.458, 34, 5.04 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.462, 33, 8.02 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.465, 34, 7.47 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.469, 33, 10.01 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.573, 34, 5.16 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.577, 33, 7.72 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
2024/05/07 05:28:55.580, 34, 7.08 W, 300 MHz, 0 %, 405 MHz, 0 %, 300 MHz
