timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz], utilization.memory [%], name
2024/05/07 21:00:41.656, 73, 180.81 W, 1875 MHz, 93 %, 6500 MHz, 1875 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:41.661, 39, 4.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:41.664, 40, 5.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:41.768, 71, 189.29 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:41.770, 73, 171.07 W, 1875 MHz, 93 %, 6500 MHz, 1875 MHz, 56 %, Quadro RTX 5000
2024/05/07 21:00:41.773, 39, 4.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:41.776, 40, 5.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:41.879, 71, 174.95 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:41.882, 74, 177.68 W, 1875 MHz, 93 %, 6500 MHz, 1875 MHz, 56 %, Quadro RTX 5000
2024/05/07 21:00:41.885, 39, 4.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:41.888, 39, 5.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:41.991, 71, 187.37 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:41.994, 73, 171.26 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:41.997, 39, 3.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.001, 39, 5.04 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.105, 71, 184.17 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:42.109, 73, 174.87 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:42.112, 39, 4.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.115, 39, 5.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.220, 71, 183.27 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:42.222, 73, 174.80 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:42.225, 39, 4.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.229, 40, 5.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.332, 71, 179.70 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:42.335, 73, 182.00 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:42.337, 39, 4.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.341, 39, 5.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.444, 71, 188.20 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:42.450, 73, 171.32 W, 1875 MHz, 90 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:42.453, 39, 4.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.457, 40, 5.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.561, 71, 178.51 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:42.564, 73, 181.25 W, 1875 MHz, 93 %, 6500 MHz, 1875 MHz, 56 %, Quadro RTX 5000
2024/05/07 21:00:42.567, 39, 4.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.570, 39, 5.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.674, 71, 189.19 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:42.677, 73, 172.25 W, 1875 MHz, 93 %, 6500 MHz, 1875 MHz, 56 %, Quadro RTX 5000
2024/05/07 21:00:42.679, 39, 4.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.682, 39, 4.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.786, 71, 175.23 W, 1890 MHz, 90 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:42.794, 73, 174.51 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:42.797, 39, 3.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.800, 40, 5.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.904, 71, 177.80 W, 1890 MHz, 90 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:42.906, 73, 170.88 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:42.909, 39, 4.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:42.913, 39, 5.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.016, 70, 185.49 W, 1890 MHz, 91 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:43.019, 73, 177.58 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:43.021, 39, 4.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.025, 40, 4.81 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.129, 71, 172.88 W, 1890 MHz, 91 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:43.133, 74, 169.76 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:43.137, 39, 4.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.140, 39, 5.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.244, 71, 186.98 W, 1890 MHz, 90 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 21:00:43.247, 73, 169.62 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 53 %, Quadro RTX 5000
2024/05/07 21:00:43.250, 39, 4.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.253, 39, 5.02 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.357, 71, 176.41 W, 1890 MHz, 92 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:43.359, 73, 179.08 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 53 %, Quadro RTX 5000
2024/05/07 21:00:43.362, 39, 4.05 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.366, 39, 5.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.470, 71, 188.77 W, 1890 MHz, 92 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:43.476, 73, 170.55 W, 1875 MHz, 93 %, 6500 MHz, 1875 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:43.478, 39, 4.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.482, 40, 5.00 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.585, 71, 177.12 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:43.588, 74, 178.04 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:43.591, 39, 4.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.594, 39, 5.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.698, 71, 185.19 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:43.701, 73, 171.15 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:43.704, 39, 4.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.707, 39, 5.04 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.811, 71, 182.71 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:43.816, 73, 175.12 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:43.819, 39, 4.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.822, 39, 5.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.926, 71, 184.23 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:43.929, 74, 174.90 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:43.932, 39, 4.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:43.936, 39, 5.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.039, 71, 178.06 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:44.042, 74, 178.39 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:44.045, 39, 4.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.048, 39, 5.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.152, 71, 187.30 W, 1890 MHz, 92 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 21:00:44.157, 73, 170.12 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:44.160, 39, 4.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.164, 39, 5.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.267, 71, 178.86 W, 1890 MHz, 92 %, 6500 MHz, 1890 MHz, 53 %, Quadro RTX 5000
2024/05/07 21:00:44.270, 73, 180.31 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:44.273, 39, 4.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.276, 39, 5.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.382, 71, 186.60 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:44.385, 74, 170.35 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:44.387, 39, 4.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.392, 39, 5.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.496, 71, 179.06 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:44.500, 74, 179.74 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:44.503, 39, 4.01 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.506, 40, 5.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.610, 71, 178.82 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:44.612, 73, 171.48 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:44.615, 39, 4.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.619, 39, 5.29 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.723, 71, 186.67 W, 1890 MHz, 94 %, 6500 MHz, 1890 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:44.725, 73, 179.40 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 55 %, Quadro RTX 5000
2024/05/07 21:00:44.728, 39, 4.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.731, 39, 5.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.835, 68, 149.01 W, 1890 MHz, 93 %, 6500 MHz, 1890 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:44.839, 70, 168.81 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:44.841, 39, 3.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.845, 40, 5.05 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.948, 65, 62.65 W, 1890 MHz, 22 %, 6500 MHz, 1890 MHz, 12 %, Quadro RTX 5000
2024/05/07 21:00:44.950, 67, 61.54 W, 1875 MHz, 92 %, 6500 MHz, 1875 MHz, 54 %, Quadro RTX 5000
2024/05/07 21:00:44.956, 39, 1.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:44.959, 40, 4.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.062, 64, 60.45 W, 1890 MHz, 22 %, 6500 MHz, 1890 MHz, 12 %, Quadro RTX 5000
2024/05/07 21:00:45.065, 65, 60.18 W, 1890 MHz, 6 %, 6500 MHz, 1890 MHz, 4 %, Quadro RTX 5000
2024/05/07 21:00:45.070, 39, 1.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.073, 40, 4.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.177, 63, 59.58 W, 1890 MHz, 0 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.209, 64, 59.89 W, 1890 MHz, 0 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.212, 39, 1.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.215, 39, 4.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.319, 62, 58.31 W, 1890 MHz, 0 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.323, 64, 59.58 W, 1890 MHz, 0 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.326, 39, 1.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.329, 39, 4.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.433, 62, 57.96 W, 1890 MHz, 0 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.437, 63, 59.34 W, 1890 MHz, 0 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.440, 39, 1.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.444, 40, 4.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.547, 62, 57.84 W, 1890 MHz, 0 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.550, 63, 58.80 W, 1890 MHz, 0 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.552, 39, 2.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.555, 40, 4.29 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.659, 61, 57.56 W, 1890 MHz, 0 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.661, 62, 58.81 W, 1890 MHz, 0 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.664, 39, 1.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.669, 40, 4.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.772, 61, 57.44 W, 1890 MHz, 1 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.843, 62, 58.39 W, 1890 MHz, 1 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.846, 39, 1.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.849, 40, 4.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.952, 61, 57.40 W, 1905 MHz, 1 %, 6500 MHz, 1905 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.955, 62, 58.24 W, 1890 MHz, 1 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.957, 39, 1.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:45.961, 40, 4.17 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.065, 61, 57.89 W, 1905 MHz, 1 %, 6500 MHz, 1905 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.070, 62, 58.29 W, 1890 MHz, 1 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.073, 39, 1.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.077, 40, 4.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.180, 61, 57.70 W, 1905 MHz, 2 %, 6500 MHz, 1905 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.183, 61, 58.12 W, 1890 MHz, 2 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.185, 39, 1.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.189, 40, 4.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.292, 61, 57.36 W, 1905 MHz, 2 %, 6500 MHz, 1905 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.295, 61, 57.94 W, 1890 MHz, 2 %, 6500 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.297, 39, 1.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.301, 40, 4.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.404, 61, 60.31 W, 1905 MHz, 3 %, 7000 MHz, 1905 MHz, 1 %, Quadro RTX 5000
2024/05/07 21:00:46.465, 61, 59.83 W, 1905 MHz, 0 %, 7000 MHz, 1890 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.490, 39, 1.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.494, 39, 4.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.597, 60, 58.77 W, 1620 MHz, 11 %, 7000 MHz, 1620 MHz, 2 %, Quadro RTX 5000
2024/05/07 21:00:46.600, 61, 59.53 W, 1620 MHz, 14 %, 7000 MHz, 1620 MHz, 2 %, Quadro RTX 5000
2024/05/07 21:00:46.602, 39, 1.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.605, 40, 4.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.709, 59, 51.12 W, 1620 MHz, 11 %, 7000 MHz, 1620 MHz, 2 %, Quadro RTX 5000
2024/05/07 21:00:46.714, 60, 51.07 W, 1620 MHz, 14 %, 7000 MHz, 1620 MHz, 2 %, Quadro RTX 5000
2024/05/07 21:00:46.716, 39, 2.17 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.719, 39, 4.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.823, 59, 46.75 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.825, 60, 46.49 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.830, 39, 1.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.833, 40, 4.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.937, 59, 47.19 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.940, 59, 46.54 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.942, 39, 2.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:46.945, 40, 4.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.049, 59, 46.80 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.051, 59, 46.36 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.054, 39, 1.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.057, 39, 4.29 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.160, 59, 46.44 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.163, 59, 46.26 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.165, 39, 1.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.168, 39, 4.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.272, 59, 46.72 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.277, 59, 46.01 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.279, 39, 2.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.285, 39, 4.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.389, 58, 46.53 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.391, 59, 46.31 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.395, 39, 1.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.399, 39, 4.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.502, 58, 47.15 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.504, 59, 46.26 W, 1620 MHz, 0 %, 7000 MHz, 1620 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.507, 39, 1.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 21:00:47.510, 40, 4.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
