timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz]
2024/05/07 21:09:27.169, 39, 4.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.173, 38, 8.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.176, 39, 7.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.179, 39, 9.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.283, 39, 5.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.286, 38, 8.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.290, 39, 7.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.293, 39, 9.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.396, 39, 4.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.400, 38, 8.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.403, 39, 7.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.406, 39, 9.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.510, 39, 5.17 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.513, 38, 8.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.517, 39, 7.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.520, 39, 9.72 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.624, 39, 4.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.628, 38, 8.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.631, 39, 7.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.635, 39, 9.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.738, 39, 5.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.741, 38, 8.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.745, 39, 7.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.748, 39, 10.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.852, 39, 5.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.855, 38, 8.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.859, 39, 7.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.862, 39, 10.02 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.966, 39, 5.05 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.969, 38, 8.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.972, 39, 7.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:27.976, 39, 9.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.079, 39, 5.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.082, 38, 8.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.086, 39, 7.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.090, 39, 10.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.193, 39, 5.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.197, 38, 7.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.200, 39, 7.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.203, 39, 10.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.307, 39, 5.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.310, 38, 8.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.313, 39, 7.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.317, 39, 9.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.421, 39, 5.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.425, 38, 8.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.429, 39, 7.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.434, 38, 10.00 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.537, 39, 5.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.541, 38, 8.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.544, 39, 7.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.547, 39, 9.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.651, 39, 5.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.654, 38, 8.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.657, 39, 7.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.661, 39, 10.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.764, 39, 5.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.768, 38, 8.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.771, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.774, 39, 9.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.878, 39, 5.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.881, 38, 8.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.885, 39, 7.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.890, 39, 9.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.993, 39, 5.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:28.997, 38, 7.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.000, 39, 7.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.003, 39, 10.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.107, 39, 5.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.110, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.114, 39, 7.68 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.117, 39, 9.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.221, 39, 5.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.224, 38, 8.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.228, 39, 7.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.231, 39, 9.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.335, 39, 5.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.338, 38, 8.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.341, 39, 7.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.345, 38, 9.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.449, 39, 5.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.453, 38, 8.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.456, 39, 7.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.459, 39, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.563, 39, 5.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.566, 38, 8.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.569, 39, 7.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.573, 39, 9.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.676, 39, 5.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.680, 38, 8.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.683, 39, 7.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.686, 39, 9.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.790, 39, 5.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.793, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.797, 39, 7.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.800, 39, 10.02 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.903, 39, 5.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.907, 38, 8.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.911, 39, 7.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:29.915, 39, 9.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.018, 39, 5.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.022, 38, 8.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.025, 39, 7.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.029, 39, 9.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.132, 39, 5.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.136, 38, 8.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.139, 39, 7.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.143, 39, 9.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.246, 39, 5.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.250, 38, 8.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.253, 39, 7.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.257, 39, 10.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.360, 39, 5.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.364, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.367, 39, 7.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.371, 39, 9.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.474, 39, 5.17 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.479, 38, 8.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.482, 39, 7.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.485, 39, 9.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.589, 39, 5.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.592, 38, 8.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.596, 39, 7.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.599, 39, 10.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.703, 39, 5.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.706, 38, 8.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.710, 39, 7.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.713, 39, 10.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.817, 39, 5.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.820, 38, 8.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.824, 39, 7.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.827, 39, 10.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.931, 39, 5.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.934, 38, 8.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.937, 39, 7.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:30.941, 39, 10.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.045, 39, 5.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.049, 38, 8.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.052, 39, 7.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.055, 39, 10.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.159, 39, 5.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.163, 38, 8.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.166, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.169, 39, 10.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.273, 39, 5.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.276, 38, 8.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.280, 39, 7.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.283, 39, 9.67 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.387, 39, 5.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.390, 38, 8.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.394, 39, 7.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.397, 39, 10.10 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.501, 39, 5.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.504, 38, 8.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.508, 39, 7.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.511, 39, 9.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.615, 39, 5.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.618, 38, 8.29 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.622, 39, 7.68 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.625, 39, 9.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.728, 39, 5.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.732, 38, 8.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.735, 39, 7.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.739, 39, 10.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.842, 39, 5.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.846, 38, 8.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.849, 39, 7.29 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.853, 39, 10.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.956, 39, 5.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.960, 38, 8.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.963, 39, 7.77 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:31.968, 39, 9.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.071, 39, 5.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.075, 38, 8.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.078, 39, 7.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.082, 39, 9.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.186, 39, 5.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.189, 38, 8.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.193, 39, 7.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.196, 39, 9.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.300, 39, 5.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.303, 38, 8.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.307, 39, 7.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.311, 39, 9.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.414, 39, 5.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.418, 38, 8.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.421, 39, 7.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.425, 39, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.528, 39, 5.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.532, 38, 8.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.535, 39, 7.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.538, 39, 9.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.642, 39, 5.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.646, 38, 8.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.649, 39, 7.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.652, 39, 9.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.756, 39, 5.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.759, 38, 8.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.763, 39, 7.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.766, 39, 9.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.870, 39, 5.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.873, 38, 8.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.877, 39, 7.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.880, 39, 9.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.984, 39, 5.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.988, 38, 8.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.991, 39, 7.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:32.995, 39, 9.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.098, 39, 5.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.102, 38, 8.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.105, 39, 7.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.109, 39, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.212, 39, 5.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.216, 38, 8.18 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.219, 39, 7.54 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.223, 39, 9.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.326, 39, 5.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.330, 38, 8.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.333, 39, 7.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.336, 39, 9.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.440, 39, 5.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.444, 38, 8.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.449, 39, 7.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.453, 39, 9.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.556, 39, 5.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.560, 38, 8.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.563, 39, 7.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.567, 39, 10.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.670, 39, 5.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.674, 38, 8.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.677, 39, 7.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.680, 39, 9.99 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.787, 39, 5.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.791, 38, 8.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.795, 39, 7.67 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.799, 39, 9.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.902, 39, 5.80 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.906, 38, 8.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.910, 39, 7.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:33.914, 39, 10.02 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.017, 39, 5.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.020, 38, 8.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.024, 39, 7.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.028, 39, 10.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.131, 39, 5.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.135, 38, 8.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.138, 39, 7.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.142, 39, 10.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.246, 39, 5.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.250, 38, 8.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.253, 39, 7.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.256, 39, 10.03 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.360, 39, 5.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.364, 38, 8.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.367, 39, 7.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.370, 39, 10.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.474, 39, 5.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.477, 38, 8.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.480, 39, 7.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.484, 39, 10.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.587, 39, 5.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.591, 38, 8.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.595, 39, 7.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.598, 39, 10.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.702, 39, 5.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.705, 38, 8.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.709, 39, 7.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.712, 39, 10.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.815, 39, 5.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.819, 38, 8.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.823, 39, 7.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.826, 39, 10.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:09:34.929, 39, 5.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
